,Fold1,Fold2,Fold3,Fold4,Fold5
0,0.5842438340187073,0.5773432850837708,0.5905693173408508,0.5696202516555786,0.5782508850097656
1,0.5100632309913635,0.5094882249832153,0.5083381533622742,0.5103567242622375,0.5103567242622375
2,0.7653824090957642,0.7625072002410889,0.7492811679840088,0.7727272510528564,0.7497122883796692
3,0.7694076895713806,0.7602069973945618,0.7550316452980042,0.7773302793502808,0.7600690722465515
4,0.7757331728935242,0.7596319913864136,0.7579068541526794,0.7750287652015686,0.7692750096321106
5,0.7418056130409241,0.7274295687675476,0.7280045747756958,0.7479861974716187,0.738204836845398
6,0.7763082385063171,0.7596319913864136,0.7630822062492371,0.7756041288375854,0.7715765237808228
7,0.7722828984260559,0.7613571286201477,0.7590569257736206,0.7710011601448059,0.7675489187240601
8,0.6359977126121521,0.6072455644607544,0.6497987508773804,0.6530494689941406,0.6214039325714111
9,0.7699827551841736,0.7573317885398865,0.7481310963630676,0.7704257965087891,0.7554660439491272
10,0.7464059591293335,0.7228292226791382,0.7303047776222229,0.7479861974716187,0.7336018681526184
11,0.77400803565979,0.7567567825317383,0.7464059591293335,0.7612197995185852,0.7399309277534485
12,0.7705578207969666,0.7602069973945618,0.7602069973945618,0.7715765237808228,0.7652474045753479
13,0.7734330296516418,0.7613571286201477,0.7561817169189453,0.7727272510528564,0.7635213136672974
14,0.6733754873275757,0.6244968175888062,0.6290971636772156,0.61622554063797,0.592059850692749
15,0.7699827551841736,0.7607820630073547,0.7607820630073547,0.7756041288375854,0.7554660439491272
16,0.7757331728935242,0.76365727186203,0.7619321346282959,0.7738780379295349,0.7692750096321106
17,0.774583101272583,0.76365727186203,0.7521564364433289,0.7738780379295349,0.7623705267906189
18,0.7665324807167053,0.7584818601608276,0.7487061619758606,0.764672040939331,0.7451093196868896
19,0.7441058158874512,0.732029914855957,0.7383553981781006,0.7514384388923645,0.738204836845398
20,0.7688326835632324,0.7607820630073547,0.7561817169189453,0.7750287652015686,0.7652474045753479
21,0.7699827551841736,0.7573317885398865,0.7619321346282959,0.7761794924736023,0.7727272510528564
22,0.7734330296516418,0.7602069973945618,0.7619321346282959,0.7756041288375854,0.7756041288375854
23,0.7803335189819336,0.7630822062492371,0.7630822062492371,0.7756041288375854,0.7640966773033142
24,0.77400803565979,0.7567567825317383,0.7573317885398865,0.7773302793502808,0.7710011601448059
25,0.7722828984260559,0.7607820630073547,0.7602069973945618,0.7686996459960938,0.764672040939331
26,0.7728579640388489,0.7630822062492371,0.7515813708305359,0.7756041288375854,0.7623705267906189
27,0.7763082385063171,0.7590569257736206,0.7567567825317383,0.7813578844070435,0.7652474045753479
28,0.7751581072807312,0.7544565796852112,0.7590569257736206,0.7767549157142639,0.7640966773033142
29,0.5037378072738647,0.5037378072738647,0.5037378072738647,0.5034522414207458,0.5034522414207458
30,0.7596319913864136,0.7452558875083923,0.7446808218955994,0.7577675580978394,0.7502877116203308
31,0.7809085845947266,0.7625072002410889,0.7556066513061523,0.7698503732681274,0.7652474045753479
32,0.7722828984260559,0.7573317885398865,0.7648073434829712,0.7721518874168396,0.7692750096321106
33,0.7694076895713806,0.7590569257736206,0.7550316452980042,0.7756041288375854,0.7675489187240601
34,0.7556066513061523,0.7521564364433289,0.7406555414199829,0.7652474045753479,0.7428078055381775
35,0.77400803565979,0.7590569257736206,0.752731442451477,0.7750287652015686,0.7537399530410767
36,0.7711328268051147,0.7648073434829712,0.7596319913864136,0.7784810066223145,0.7675489187240601
37,0.7613571286201477,0.7521564364433289,0.7458309531211853,0.7686996459960938,0.7479861974716187
38,0.7722828984260559,0.7579068541526794,0.7556066513061523,0.7750287652015686,0.7681242823600769
39,0.7734330296516418,0.7567567825317383,0.752731442451477,0.7779056429862976,0.7663981318473816
40,0.7239792943000793,0.7222541570663452,0.7257044315338135,0.7324510812759399,0.7295742034912109
41,0.7711328268051147,0.7665324807167053,0.7579068541526794,0.7813578844070435,0.7663981318473816
42,0.77400803565979,0.7619321346282959,0.7550316452980042,0.7779056429862976,0.7663981318473816
43,0.77400803565979,0.7602069973945618,0.7567567825317383,0.7825086116790771,0.7669735550880432
44,0.7780333757400513,0.7625072002410889,0.7613571286201477,0.7721518874168396,0.7658227682113647
45,0.7671075463294983,0.76365727186203,0.7544565796852112,0.7761794924736023,0.7554660439491272
46,0.774583101272583,0.7625072002410889,0.7607820630073547,0.7715765237808228,0.7692750096321106
47,0.7717078924179077,0.7613571286201477,0.7458309531211853,0.7675489187240601,0.7479861974716187
48,0.7694076895713806,0.7648073434829712,0.7538815140724182,0.7738780379295349,0.7658227682113647
49,0.7676825523376465,0.7573317885398865,0.7567567825317383,0.7744534015655518,0.7658227682113647
