,Fold1,Fold2,Fold3,Fold4,Fold5
0,0.6405980587005615,0.612995982170105,0.612995982170105,0.613348662853241,0.6225546598434448
1,0.76365727186203,0.7544565796852112,0.7475560903549194,0.7658227682113647,0.7456846833229065
2,0.7343300580978394,0.7331799864768982,0.7274295687675476,0.7485615611076355,0.7301496267318726
3,0.4818861484527588,0.4818861484527588,0.47728580236434937,0.4804372787475586,0.47871115803718567
4,0.7170788049697876,0.6923519372940063,0.6963772177696228,0.7077100276947021,0.708285391330719
5,0.6520988941192627,0.6152961254119873,0.6285221576690674,0.6288837790489197,0.6398158669471741
6,0.7665324807167053,0.76365727186203,0.7498562335968018,0.7750287652015686,0.7514384388923645
7,0.6716503500938416,0.6820011734962463,0.6595744490623474,0.6835442781448364,0.6691599488258362
8,0.7561817169189453,0.7475560903549194,0.7406555414199829,0.7537399530410767,0.7456846833229065
9,0.742380678653717,0.732029914855957,0.7314548492431641,0.7462600469589233,0.7330264449119568
10,0.7728579640388489,0.7596319913864136,0.7579068541526794,0.7710011601448059,0.7583429217338562
11,0.7676825523376465,0.7602069973945618,0.752731442451477,0.7733026742935181,0.756041407585144
12,0.7648073434829712,0.7590569257736206,0.7510063052177429,0.7710011601448059,0.7537399530410767
13,0.7705578207969666,0.7596319913864136,0.7590569257736206,0.7721518874168396,0.7640966773033142
14,0.7722828984260559,0.7653824090957642,0.7602069973945618,0.7733026742935181,0.7640966773033142
15,0.7763082385063171,0.7584818601608276,0.7596319913864136,0.7721518874168396,0.7652474045753479
16,0.7694076895713806,0.7596319913864136,0.7602069973945618,0.7779056429862976,0.7658227682113647
17,0.7694076895713806,0.7619321346282959,0.7596319913864136,0.7727272510528564,0.7583429217338562
18,0.7682576179504395,0.7556066513061523,0.7487061619758606,0.7756041288375854,0.7508630752563477
19,0.7705578207969666,0.7619321346282959,0.7550316452980042,0.7790563702583313,0.7600690722465515
20,0.7619321346282959,0.7481310963630676,0.7400805354118347,0.7497122883796692,0.7376294732093811
21,0.7734330296516418,0.7556066513061523,0.7556066513061523,0.7756041288375854,0.7721518874168396
22,0.7763082385063171,0.7619321346282959,0.7550316452980042,0.7756041288375854,0.7698503732681274
23,0.7711328268051147,0.7579068541526794,0.7544565796852112,0.7756041288375854,0.7635213136672974
24,0.7728579640388489,0.7590569257736206,0.7475560903549194,0.7721518874168396,0.753164529800415
25,0.7705578207969666,0.7625072002410889,0.7504312992095947,0.7790563702583313,0.753164529800415
26,0.7625072002410889,0.7584818601608276,0.7469810247421265,0.7681242823600769,0.7508630752563477
27,0.7366302609443665,0.7274295687675476,0.7262794971466064,0.7433832287788391,0.7330264449119568
28,0.5037378072738647,0.5037378072738647,0.5037378072738647,0.5034522414207458,0.5034522414207458
29,0.7694076895713806,0.7602069973945618,0.7573317885398865,0.7698503732681274,0.7640966773033142
30,0.7722828984260559,0.7556066513061523,0.7619321346282959,0.7704257965087891,0.7623705267906189
31,0.7734330296516418,0.7602069973945618,0.7556066513061523,0.7761794924736023,0.7704257965087891
32,0.7814835906028748,0.7607820630073547,0.7625072002410889,0.7756041288375854,0.7675489187240601
33,0.7763082385063171,0.7579068541526794,0.7579068541526794,0.7767549157142639,0.7710011601448059
34,0.7780333757400513,0.7579068541526794,0.7584818601608276,0.7727272510528564,0.7675489187240601
35,0.7734330296516418,0.7556066513061523,0.7544565796852112,0.7773302793502808,0.7635213136672974
36,0.7763082385063171,0.7613571286201477,0.7590569257736206,0.7750287652015686,0.7698503732681274
37,0.7711328268051147,0.7579068541526794,0.7584818601608276,0.7756041288375854,0.7600690722465515
38,0.76365727186203,0.7613571286201477,0.7504312992095947,0.7704257965087891,0.746835470199585
39,0.7671075463294983,0.7613571286201477,0.7492811679840088,0.7767549157142639,0.7497122883796692
40,0.7251293659210205,0.7032777667045593,0.6756756901741028,0.6714614629745483,0.6651323437690735
41,0.7791834473609924,0.7567567825317383,0.7573317885398865,0.7773302793502808,0.7738780379295349
42,0.7780333757400513,0.7584818601608276,0.75330650806427,0.7773302793502808,0.7686996459960938
43,0.7717078924179077,0.7596319913864136,0.7561817169189453,0.7779056429862976,0.764672040939331
44,0.7475560903549194,0.7366302609443665,0.7418056130409241,0.7537399530410767,0.738204836845398
45,0.7688326835632324,0.7602069973945618,0.7613571286201477,0.7802071571350098,0.7577675580978394
46,0.7717078924179077,0.7538815140724182,0.7561817169189453,0.7802071571350098,0.7600690722465515
47,0.7728579640388489,0.7607820630073547,0.7567567825317383,0.7756041288375854,0.7623705267906189
48,0.7452558875083923,0.7326049208641052,0.7383553981781006,0.7554660439491272,0.7428078055381775
49,0.7751581072807312,0.7584818601608276,0.7596319913864136,0.7767549157142639,0.7652474045753479
